county,provider,contract_plan,plan_category,dental_notes,dental_scorecard,dental_scorecard_notes,vision_coverage,hearing_aid_coverage,pers_coverage,meals_benefit_structure,worldwide_benefit_structure ,other_benefits,additional_notes,optional_supplemental_benefit_package
OR: Portland,"Cambia Health Solutions, Inc.",H3817 - 011 - 001,Zero MAPD PPO,"This plan has only a preventive plan with a $1,000 max. However, for an extra $25/month, member can get another $1,000 of services but they have to pay 50% coinsurance for all comprehensive (IN and OON) for this rider",Weak,"Both of Devoted's PPO plans have a $3,000 and $4,000 annual maximum without any coinsurance for IN. This Cambia plan only has a max of $2,000 and IN and OON care has 50% coinsurance. The Devoted plan wins.","Frames or contact lenses: $100 allowance per year (both INN & OON). INN: eyeglasses (frames and lenses): $0 copay, contact lenses: $0 copay; OON: eyeglasses (frames and lenses): 0% - 50% coinsurance, contact lenses: 0% coinsurance","Up to two hearing aids every year; $699-$999 copay INN; (it looks like OON aids not covered, no mention of them on SOB)",Benefit includes device and monthly monitoring services. $0 copay.,"(Home Delivered Meals – Chronic Health Needs: 2 meals per day, up to 56 days, 112-meal limit. Requires enrollment in care management program. The benefits mentioned are a part of special supplemental program for the chronically ill. Not all members qualify.)",UNK -- $90 copay per visit,"Naturopathy: Limit of 6 visits per year; $20 INN copay; 30% coinsurance OON. SSBCI benefits include home-delivered meals: 2 meals per day for up to 56 days, 112-meal limit.",,"Y -- Optional Supplemental Dental Services -- Comprehensive Dental Services:
• Restorative Services: 50% Coinsurance.
• Endodontics: 50% Coinsurance.
• Periodontics: 50% Coinsurance.
• Extractions: 50% Coinsurance.
• Prosthodontics, Other Oral/Maxillofacial Surgery, Other Services: 50% Coinsurance.
Cost share is the same for In-network and Out-of-network providers. If you elect this optional supplemental benefit, you will pay an additional $24 per month. There is no deductible. This dental plan will pay up to $1,000 maximum per calendar year for optional supplemental dental services."
OR: Portland,Humana Inc.,H5216 - 247 - 000,Zero MAPD PPO,"0% coinsurance for both IN and OON care. This plan is very comprehensive, covering periodontal surgery, gum grafts and everything else except implants..",Weak,"Both of Devoted's PPO plans have a $3,000 and $4,000 annual maximum. Even though the Humana plan doesn't have coinsurance for OON care like Devoted does (50% OON), Devoted has a much larger max.",Frames and Lens Package – You have a choice of: $200 (combined in and out-of-network) benefit toward the purchase and fitting of eyeglasses and pair of lenses or contact lenses (1 per calendar year). Ultraviolet protection and scratch resistant coating are included in the eyeglass allowance benefit. Contact lenses will include conventional or disposable. The benefit can only be used one time. Any remaining benefit dollars do not roll over to a future purchase.,"Up to 2 TruHearing-branded hearing aids every year (1 per ear per year). $599 per Advanced aid and $899 per Premium aid; aids are available in rechargeable-style options for an additional $50 per aid. You must see a TruHearing provider to use this benefit. Hearing aid purchase includes: unlimited follow-up provider visits during first year following purchase, 60-day trial period, 3-year extended warranty, and 80 batteries per aid for nonrechargeable models. (Benefit does not include: add’l costs for optional aid rechargeability, ear molds, aid accessories, add’l provider visits, add’l batteries or batteries when rechargeable aid is purchased, non-TruHearing branded aids, costs associated w/ loss & damage warranty claims.)",NC,"After your inpatient stay in either the hospital or a nursing facility, you are eligible to receive 2 meals per day for 7 days at no extra cost to you. 14 nutritious meals will be delivered to your home. Meal program limited to 4 times per calendar year. Meals have to be requested within 30 days of discharge from inpatient stay.",UNK,N/A,N/A,MyOption DEN478: $37.50 additional monthly premium
PA: Philadelphia,"Independence Health Group, Inc.",H3952 - 055 - 000,Zero MAPD HMO,I only have access to their SOB so not a lot of detail but 20%-40% coninsurace is for all comprehensive care for IN services.,Weak,"Devoted's CORE plan has a max of $5,000 in Philly which is great and way better than this BCBS plan that has a $2,500 max with coinsurance","1 pair of eyeglass frames and lenses or contact lenses every year

If you purchase glasses from Davis Vision Collection, frames and lenses are covered in full. If you purchase glasses outside of Davis Vision Collection, but at a Davis Vision provider, then you are covered up to $150. If you purchase glasses from Visionworks, you are covered up to $250

$150/year for contact lenses in lieu of routine eyewear (frames and lenses)",2 TruHearing-branded hearing aids/year (one per ear/year). Limited to TruHearing's Advanced ($499/ear) and Premium ($799/ear) hearing aids,NC,"Offered through SSBCI
Post- discharge after IP facility stay receive up to 3 meals/day for 7 day/week up to 4 weeks, 2 times/year

Members must participate in Transitions of Care program AND receive a diagnosis from a list of conditions (see EOC) OR receive a diagnosis for both Diabetes and CHF","If you receive emergency care outside of
the United States, you must pay for your
care, and submit the claim for
reimbursement consideration.","Benefits offered thru SSBCI: 
Meals Program & Grocery benefit & Vital Care Program",Vital Care Program (see EOC for details) - lowers copays for members diagnosed with Diabetes and CHF,N
PA: Philadelphia,"Independence Health Group, Inc.",H3952 - 056 - 000,Zero MAPD HMO,"I only have access to their SOB so not a lot of detail but 20%-40% coninsurace is for all comprehensive care for IN services. Note: I couldn't find the  -056 EOC but based on what I've seen from other BCBS plans, the benefit design is almost always the same when there is little separation between the last 3 digits of H number.",Weak,"Devoted's CORE plan has a max of $5,000 in Philly which is great and way better than this BCBS plan that has a $2,500 max with coinsurance","1 pair of eyeglass frames and lenses or contact lenses every year

If you purchase glasses from Davis Vision Collection, frames and lenses are covered in full. If you purchase glasses outside of Davis Vision Collection, but at a Davis Vision provider, then you are covered up to $150. If you purchase glasses from Visionworks, you are covered up to $250

$150/year for contact lenses in lieu of routine eyewear (frames and lenses)",2 TruHearing-branded hearing aids/year (one per ear/year). Limited to TruHearing's Advanced ($499/ear) and Premium ($799/ear) hearing aids,NC,"Offered through SSBCI
Post- discharge after IP facility stay receive up to 3 meals/day for 7 day/week up to 4 weeks, 2 times/year

Members must participate in Transitions of Care program AND receive a diagnosis from a list of conditions (see EOC) OR receive a diagnosis for both Diabetes and CHF","If you receive emergency care outside of
the United States, you must pay for your
care, and submit the claim for
reimbursement consideration.","Benefits offered thru SSBCI: 
Meals Program & Grocery benefit & Vital Care Program",Vital Care Program (see EOC for details) - lowers copays for members diagnosed with Diabetes and CHF,N
PA: Philadelphia,CIGNA,H3949 - 031 - 000,Zero MAPD HMO,"WOW! Even though this plan has a $20,000 max, it is not member friendly with the high copays! It is very likely a DHMO plan similar to the Guidewell plans.",Weak/Same,"Devoted's CORE plan has a max of $5,000 in Philly which is great! Even though this Cigna plan has a $20,000 max, members will never use this, especially with high copays. Therefore, I think this Cigna plan is weaker but because of that big flashy number of $20,000, some brokers may think of these plans being similar in strength.",Up to $400/year allowance for 1 set of the member's choice of eyewear,"Hearing aid allowance of $1,400 for
both ears combined every three years",NC,"Home-Delivered Meals when released from an IP hospital or SNF stay get 14 healthy frozen meals up to 3x/year

Meals for ESRD members enrolled in ESRD care management program can get up to 56 healthy frozen meals ","$110 copayment for worldwide emergency room visits and worldwide emergency transportation $50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories.",N/A,N/A,N
PA: Philadelphia,CVS Health Corporation,H5521 - 263 - 000,Zero MAPD PPO,"This plan makes member pay 20% coinsurance for OON care (both preventive and comp). Like most Aetna plans, seems very comprehensive",Weak,"Devoted's PPO plan in this market which has a $3,500 max so it easily beats this Aetna plan with a $1,000 max.",NC,"Up to $1,250/ear every year",NC,Post-discharge from an IP hosp or SNF stay receive up to 14 meals for 7 days,UNK,N/A,"Resources for Living - connects you to resources in the community such as senior housing, adult daycare, meal subsidies, community activities and more

Visitor Travel Benefit - can see an Aetna Medicare participating provider anywhere in the US who accepts PPO members and pay in‐network
cost shares. Also have the option of seeing a non‐participating provider and paying the OON cost for the visit.",N
PA: Philadelphia,"Independence Health Group, Inc.",H3909 - 014 - 000,Zero MAPD PPO,"Two plan options, very confusing how they have the dental benefits listed in the EOC. Some inconsistencies too...ie. they don't cover implant surgical procedures but they cover implant crowns..all coinsurance applies to comprehensive procedures only",Weak,"Both of these competitor plans are weaker than Devoted's PPO plan in this market which has a $3,500 max. Compared to Devoted's PPO plan, this IHG plan has coinsurance for IN care and higher coinsurance for OON care","1 pair of eyeglass frames and lenses or contact lenses every year

If you purchase glasses from Davis Vision Collection, frames and lenses are covered in full. If you purchase glasses outside of Davis Vision Collection, but at a Davis Vision provider, then you are covered up to $150. If you purchase glasses from Visionworks, you are covered up to $250

$150/year for contact lenses in lieu of routine eyewear (frames and lenses)",2 TruHearing-branded hearing aids/year (one per ear/year). Limited to TruHearing's Advanced ($699/ear) and Premium ($999/ear) hearing aids,NC,NC,UNK,Grocery benefit offered through SSBCI,N/A,N
PA: Philadelphia,"Independence Health Group, Inc.",H3909 - 015 - 000,Zero MAPD PPO,"Two plan options, very confusing how they have the dental benefits listed in the EOC. Some inconsistencies too...ie. they don't cover implant surgical procedures but they cover implant crowns..all coinsurance applies to comprehensive procedures only",Weak,"Both of these competitor plans are weaker than Devoted's PPO plan in this market which has a $3,500 max. Compared to Devoted's PPO plan, this IHG plan has coinsurance for IN care and higher coinsurance for OON care","1 pair of eyeglass frames and lenses or contact lenses every year

If you purchase glasses from Davis Vision Collection, frames and lenses are covered in full. If you purchase glasses outside of Davis Vision Collection, but at a Davis Vision provider, then you are covered up to $150. If you purchase glasses from Visionworks, you are covered up to $250

$150/year for contact lenses in lieu of routine eyewear (frames and lenses)",3 TruHearing-branded hearing aids/year (one per ear/year). Limited to TruHearing's Advanced ($699/ear) and Premium ($999/ear) hearing aids,NC,NC,UNK,Grocery benefit offered through SSBCI,N/A,N
SC: Upstate,"Molina Healthcare, Inc.",H8176 - 003 - 000,Zero MAPD HMO,No mention of coinsurance for dental procedures for IN or OON care. Mention of an allowance for their members using MyChoiceCard. Dental codes not listed either.,Weak/Same,"Devoted has a card benefit of $2,500 and this Molina plan with has a card benefit with a $2,000 max. Devoted doesn't allow for implant coverage and we don't know about Molina's implant coverage. Because there is only a $500 difference, Devoted plan is slightly better or about the same.  ","You have a $200 maximum allowance each calendar year for all supplemental eye exams and eyewear. Services are offered as unlimited up to your annual maximum allowance. Supplemental vision services covered include: Routine eye exams, Contact lenses, Eyeglasses (lenses and frames), Eyeglass lenses and/or frames, Upgrades (such as, tinted, U-V, polarized or photochromatic lenses). There is no coinsurance, copayment, or deductible if you are using your MyChoice card. Prior authorization may be required.","In addition to the Medicare-covered hearing services, you can get a routine hearing test once every calendar year. After the routine hearing test, you may be fitted for a hearing aid. Fitting/evaluation for hearing aids can be done once every calendar year. If you are told you need hearing aids, you can get up to 2 pre-selected hearing aids from a plan-approved provider every calendar year for both ears combined. You pay $0 for these services.",NC,"This benefit provides 2 meals a day for 14 days with a total of 28 meals delivered. You may also qualify for an additional 28 meals over 14 days with approval. Plan maximum coverage of 4 weeks, and up to 56 meals every calendar year applies.Your Case Manager or your doctor will decide if you are in need of this benefit. Your doctor can request this benefit for you if you have certain chronic conditions.","We offer up to $10,000 of worldwide emergency coverage each calendar year for emergency transportation, urgent care, emergency care, and post-stabilization care.","Service Animal Supplies Allowance: Provides support to members with a disability or chronic condition who require assistance of a service dog, as defined by the Americans with Disabilities Act (ADA). To be eligible for this benefit, we require your Physician to provide confirmation of need for service dog in accordance with ADA. May be used towards the purchase of canine food and supplies, from any retail or online merchant identified as a pet store (example: Petco, PetSmart, Chewy, etc.) Does not cover the cost of obtaining, training, or any veterinary services of the service dog. Members must use their preloaded My Choice card to pay for services. Pest Control: This benefit is limited to routine preventive pest control services at your current residence (at the address on file with the plan). Pest control treatment may be rendered by any provider with a registered merchant ID indicating they are a Pest Control service. Molina Medicare Choice Care (HMO)’s preferred Pest Control provider is Terminix, which is contracted to provide routine preventive pest control services at a pre-negotiated rate. Members must use their preloaded MyChoice Card to pay for services. Non-Medicare-covered Genetic Test kits: Tests include, but are not limited to: Food sensitivity, Indoor and Outdoor allergy, Sleep and Stress, and more. This benefit is designed to help members who may not have access to their family’s medical history to indicate any potential future health concerns. Members may purchase these tests at any online website with a registered merchant ID indicating they are a genetic testing provider. Molina Medicare Choice Care (HMO) has direct contracts with Everlywell to offer tests at a pre-negotiated rate. Members must use their preloaded MyChoice Card to pay for these services. Mental Health and Wellness Applications Allowance: Mental Health and Wellness Applications are designed to provide valuable tools to assist the members ability to manage the disability. Examples of Mental Health and Wellness Applications include: Talkspace, Headspace, Calm, etc. Members must use their preloaded MyChoice Card to purchase these applications.",N/A,N
SC: Upstate,"UnitedHealth Group, Inc.",H8748 - 002 - 000,Zero MAPD HMO,"Like all other UHC HMO plans, it sounds like they will pay the negotiated HMO rate for OON care so their member can still see OON dentists but it will be much more than going IN. We don't have their code set but it seems to be comprehensive, a bit of bait and switch to say they cover implants with only a $1,500 max",Weak,"Devoted has a card benefit for $2,500 which beats out UHC's $1,500 max even though they dangle the implant benefit carrot.","Plan pays up to $200 toward purchase of 1 pair of standard lenses and frames every 2 years – standard lenses that are covered in full include single vision, lined bifocal, lined trifocal, lenticular, and Tier I (standard) progressive lenses – OR contact lenses instead of lenses and frames every 2 years (fitting and evaluation may be an additional cost). Once contact lenses are selected and fitted, they may not be exchanged for eyeglasses. Home-delivered eyewear is available nationwide through UnitedHealthcare Vision (select products only). (Options that are not covered include [but are not limited to] non-prescription eyewear, upgraded progressive lenses, blended bifocal, Hi Index, tinting, scratch coating, UV or anti-reflective coating, and polycarbonate. This benefit may not be combined with any in-store promotional offer, such as a 2-for-1 sale, discount, or coupon.)","2 hearing aids per year; $175 copay for each Silver-level aid; $425 copay for each Gold-level aid; $800 copay for each Classic-level name-brand aid; $1,225 copay for each Premier-level name-brand aid. Aids can be fit in-person with a network provider or delivered directly with virtual follow-up care (select models). Accessories and optional services are available for purchase but are not covered by the plan.",$0 copayment covers device and monitoring; you must have a working landline or live in an area that has AT&T wireless coverage to get a PERS device. The cellular device works nationwide with the AT&T wireless network but does not require you to have AT&T.,Up to 28 home-delivered meals for up to 14 days; benefit can be used immediately following an inpatient or SNF stay if recommended by a provider. First meal delivery may take up to 72 hours after ordered.,UNK,N/A,N/A,N/A
SC: Upstate,CIGNA,H7020 - 004 - 000,Zero MAPD HMO,"This is a $1,250 allowance and member can see any licensed dentist.",Weak,"Devoted has a card benefit for the twice the amount of $2,500 so Devoted easily beats out Cigna with their plan design.",$200 allowance for non-Medicare-covered eyewear every year. $0 copayment up to the eyewear allowance for: –up to one pair of eyeglasses (lenses and frames) every year (routine eye exam does not include a contact lens fitting) –unlimited contact lenses up to plan coverage limit –up to one pair of eyeglass lenses every year –up to one eyeglass frame every year –upgrades,"Hearing aid allowance of $1,400 for both ears combined every three years. $0 copayment for fitting evaluations on hearing aids. Hearing aid evaluations are part of the routine hearing exam. Multiple fittings are allowed with the original provider if necessary to ensure hearing aids are accurately fitted. A routine hearing exam needs to be performed prior to hearing aids being dispensed. Hearing aid devices are limited to those worn externally and do not include assisted listening devices, amplifiers or disposable devices. Customers are required to contact Cigna’s hearing vendor to access the routine hearing exam and supplemental hearing aid benefits. A 60-day evaluation period is granted to determine the effectiveness of a hearing aid. A 4-year supply of batteries (up to 256 cells per hearing aid) is included with a hearing aid that is acquired through Cigna’s hearing vendor.",NC,"When released from an inpatient hospital stay or skilled nursing facility, members can get 14 healthy frozen meals delivered to their home. This benefit is available up to three (3) times each year. $0 copay. Releases from an emergency department, observation stay or outpatient visit are not eligible. Members meeting this requirement will receive a call from Cigna's meal provider to schedule delivery. Members diagnosed with End-Stage Renal Disease (ESRD) and enrolled in an ESRD care management program can get up to 56 healthy frozen meals delivered to their home. Members are eligible for this benefit once per year. $0 copayment for 56 meals over 28 days, once each year for ESRD members. Members meeting this requirement will receive a call from Cigna's meal provider to schedule delivery.","$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories.","In addition to the 24-Hour Health Information Line to talk one-on-one with a Nurse Advocate, members can call the Health Information Library to listen to recorded audio tapes. HealthWise gives members access to video and written content on a variety of health and wellness topics. See Meal benefit for additional benefit for ESRD members.","The Over-the-Counter allowance will be applied to your Cigna Heathy Today benefit card each quarter. The OTC allowance applies to a specified quarterly amount and does not carry over to the next quarter or the following year. Exceptions may apply. Some OTC items require a doctor’s recommendation for a specific diagnosable condition. Catalog orders limited to one per member per month. You can also take advantage of the Get Started program to receive a personal exercise plan; access thousands of digital workout videos available on the program’s website and mobile app; get one-on-one Healthy Aging Coaching by phone; track your fitness activity; and enjoy many other digital resources. Non-standard services that call for an added fee are not part of the fitness program and will not be reimbursed. Customers are required to contact Cigna’s transportation vendor (Lyft) at least 48 hours in advance of their appointment to schedule non-emergent transportation services. A cancellation must be made up to two hours prior to the scheduled trip, or it will be deducted from the number of trips remaining. Customers with special needs will be transported by traditional NEMT drivers who have vehicles that accommodate wheelchairs, walkers, etc. In order to be transported by a Lyft driver, customers must be able to receive text messages on their phones. Lyft transport may not be available for certain types of transports and within certain service areas. Request for transportation received with less than a 48-hour notice will be reviewed on a case-by-case basis to determine the urgency of the trip and the availability of an NEMT driver to transport the member. A traditional NEMT driver may accommodate multiple occupants in one vehicle. Lyft transports apply to a single occupant; however, a family member or escort may be allowed.",N/A
SC: Upstate,Humana Inc.,H5619 - 152 - 000,Zero MAPD HMO,This Humana plan is not as comprehensive as others..no perio surgery or grafting or surgical emphasis like we've seen in some of their other HMO plans.,Weak/Same,"Devoted has a card benefit for $2,500 which barely beats out Humana's $2,000 max. Because we're only talking a $500 difference and the fact that both plans are similar in their comprehensive coverage, it's close to being the same in strength..In fact, with a card benefit, Devoted members may not be able to get as much dental work compared to this Humana plan because negotiated rates will allow their members to get more work done.",You have a choice of: $200 Benefit toward the purchase and fitting of eyeglasses and pair of lenses OR contact lenses – conventional or disposable. (1 per calendar year). Ultraviolet protection and scratch-resistant coating are included in the eyeglass allowance benefit. The benefit can only be used one time. Any remaining benefit dollars do not roll over to a future purchase.,"Up to 2 TruHearing-branded hearing aids every year (1 per ear per year). $499 per Advanced aid and $799 per Premium aid, which come in various styles and colors. Advanced and Premium hearing aids are available in rechargeable style options for an additional $50 per aid. You must see a TruHearing provider to use this benefit. Hearing aid purchase includes: – Unlimited follow-up provider visits during first year following TruHearing hearing aid purchase – 60-day trial period – 3-year extended warranty – 80 batteries per aid for non-rechargeable models. Benefit does not include or cover any of the following: – Additional cost for optional hearing aid rechargeability – Ear molds – Hearing aid accessories – Additional provider visits – Additional batteries (or batteries when a rechargeable hearing aid is purchased) – Hearing aids that are not TruHearing-branded hearing aids – Costs associated with loss & damage warranty claims",NC,"2 meals per day for 7 days, up to 14 meals. Meal program limited to 4 times per calendar year. Meals have to be requested within 30 days of discharge from inpatient stay.",UNK,Flexible Care Assistance for eligible chronically ill members – up to $500 toward (but not limited to):• Medical expense assistance • Meal delivery services • Caregiver services • Adult day care • Utilities • Non-medical transportation • Medical supplies and prosthetics • Pest control • Alternative therapies • Home and bathroom safety devices,,"Y -- MyOption DEN478 cost $39.50 per month; it has a maximum plan benefit (combined INN and OON) of $2,000 per calendar year. Your benefit can be used for most dental treatments such as: • Preventive dental services, such as exams, routine cleanings, etc. • Basic dental services, such as fillings, extractions, etc. • Major dental services, such as periodontal scaling, crowns, dentures, root canals, bridges, etc. Note: The allowance cannot be used on cosmetic services and implants. Getting care using our plan’s optional visitor/traveler benefit: The HMO Travel Benefit is available to you as a member of Humana Gold Plus H5619-152 (HMO). You can already access emergency and urgently needed care when outside the service area. However, when traveling within the United States or Puerto Rico, the HMO Travel Benefit enables you to receive plan covered services, including preventive care and optional supplemental benefits. Covered services must be provided by providers within the National Medicare HMO or SNP network. You may use ""Find a Doctor"" on Humana.com by using the ""Just Looking ""feature or contact Customer Care for assistance in locating a network provider when using the HMO Travel Benefit. If you receive care from a provider within the National Medicare HMO or SNP network, you will pay the same in-network copay or coinsurance you would pay if you received care within your home service area. If you are planning to travel outside of your service area and anticipate needing to use the HMO Travel Benefit, it is recommended that you notify your primary care provider. It is also recommended that you check to see if the provider or providers you wish to see while traveling are in the National Medicare HMO or SNP network using the ""Find a Doctor"" on Humana.com by using the ""Just Looking"" feature or contact Customer Care for assistance."
SC: Upstate,CVS Health Corporation,H3146 - 014 - 000,Zero MAPD HMO,"There is 0% coinsurance for both IN and OON care. Like all other Aetna plans, I'm not sure if they cover perio surgery, grafting or implants.",Weak/Same,"Devoted has a card benefit for $2,500 and this beats out Aetna's $1,500 max plan. Similar to UHC HMO plans, Aetna will probably pay the negotiated HMO rate when members go OON but at least it's something. I like Devoted's card benefit but like I mentioned in the Humana plan, the card benefit could limit the amount of work of members can get done even though it will allow members to see any dentist.",Plan reimburses up to $210 every year for non‐Medicare covered prescription eyewear: Contact lenses: $0 copay; Eyeglasses (lenses and frames): $0 copay; Eyeglass lenses: $0 copay; Eyeglass frames: $0 copay; Upgrades: $0 copay,"Plan pays up to $1,250 per ear for hearing aids every year. $0 copay (two hearing aids every year). To be covered, all hearing aids must be purchased through NationsHearing.",NC,"After discharge from an Inpatient Acute Hospital, Inpatient Psychiatric Hospital or Skilled Nursing Facility to your home, you may be eligible to receive up to 14 meals over a 7‐day period delivered to your home. After our plan confirms that this benefit will help support your recovery or manage your health conditions, and is not based solely on convenience or comfort purposes, you will be contacted by our partner, GA Foods, to schedule delivery. Note: Observation stays do not qualify you for this benefit.","$250,000 annual maximum benefit for worldwide emergency and urgently needed care.","Uniform Flexibility Benefits – If you are diagnosed by a plan provider with hypertension or hyperlipidemia, you may be eligible for additional benefits to help you manage your condition. Qualified members will be identified and informed of the additional services for which they qualify. Over‐the‐Counter (OTC) blood pressure cuff – For eligible members with a diagnosis of hypertension: Our plan has contracted with CVS Pharmacy to provide you with one blood pressure monitoring device per year. A care team member will work with you to select and order your device from a pre‐approved list. $0 copay. Transportation services (non‐emergency) – For eligible members with a diagnosis of hypertension or hyperlipidemia: Coverage is provided for up to 24 one‐way trips every year. Trips are provided via Taxi, Rideshare Services, Van. All trips are subject to a mileage limit of up to 60 miles each trip, unless pre‐approved by the plan. Our plan has partnered with Access2Care to provide this benefit. All trips are subject to a mileage limit unless pre‐approved by the plan. Please contact Access2Care at 1‐855‐814‐1699 for more details and at least 48 hours in advance to schedule a trip.","Re: purchasing OTC items at CVS retail locations – in these stores, eligible products may be located in the dedicated OTCHS section or on shelves throughout the store. Look for the OTC indicator on the top right of the shelf label and review the SKU number against your catalog for item eligibility. Please present your member ID card before any products are scanned at checkout. Your member ID card is used to verify eligibility and how much of your quarterly allowance is available. You can use the store locator at cvs.com/otchs/myorder/storelocator to determine if there is a participating store near you. You can order items in the OTC catalog as long as the total purchase price is equal to or less than $90. You may place up to three orders each quarter and are limited to up to nine like items per quarter (every three months), with the exception of blood pressure monitors, which are limited to one per year.",N/A
SC: Upstate,"UnitedHealth Group, Inc.",H2577 - 006 - 000,Zero MAPD PPO,This is a well rounded comprehensive plan. 0% cost share for both IN and OON care even though OON care will be more expensive for their members.,Weak,"Devoted has a $2,000 card benefit for their PPO plan in this market. It beats out UHC's $1,000 plan but like I mentioned for the CVS plan and Humana plan, Devoted members may not be getting as much bang for their buck since there aren't any negotiated rates when you have a network.","Plan pays up to $200 toward purchase of 1 pair of standard lenses and frames every 2 years – standard lenses that are covered in full include single vision, lined bifocal, lined trifocal, lenticular, and Tier I (standard) progressive lenses – OR contact lenses instead of lenses and frames every 2 years (fitting and evaluation may be an additional cost). Once contact lenses are selected and fitted, they may not be exchanged for eyeglasses. Home-delivered eyewear is available nationwide through UnitedHealthcare Vision (select products only). (Options that are not covered include [but are not limited to] non-prescription eyewear, upgraded progressive lenses, blended bifocal, Hi Index, tinting, scratch coating, UV or anti-reflective coating, and polycarbonate. This benefit may not be combined with any in-store promotional offer, such as a 2-for-1 sale, discount, or coupon.)","2 hearing aids per year; $175 copay for each Silver-level aid; $425 copay for each Gold-level aid; $800 copay for each Classic-level name-brand aid; $1,225 copay for each Premier-level name-brand aid. Aids can be fit in-person with a network provider or delivered directly with virtual follow-up care (select models). Accessories and optional services are available for purchase but are not covered by the plan.",$0 copayment covers device and monitoring; you must have a working landline or live in an area that has AT&T wireless coverage to get a PERS device. The cellular device works nationwide with the AT&T wireless network but does not require you to have AT&T.,Up to 28 home-delivered meals for up to 14 days; benefit can be used immediately following an inpatient or SNF stay if recommended by a provider. First meal delivery may take up to 72 hours after ordered.,UNK,N/A,Free home delivery of OTC items when you spend $35 or more,N/A
SC: Upstate,Humana Inc.,H5216 - 347 - 000,Zero MAPD PPO,"Humana has 0% coinsurance for both IN and OON care. Their plan is very comprehensive with a heavy emphasis on perio, surgery and dentures.",Same,"Devoted has a $2,000 card benefit for their PPO plan in this market. This Humana plan has a $1,500 max but they have 0% coinsurance for IN and OON, a slighly more comprehensive plan and their members get more bang for their buck since they have negotiated rates...I consider this plan to be the same in strength",Frames and Lens Package – You have a choice of: $100 (combined in and out-of-network) benefit toward the purchase and fitting of eyeglasses and pair of lenses or contact lenses (1 per calendar year). Ultraviolet protection and scratch resistant coating are included in the eyeglass allowance benefit. Contact lenses will include conventional or disposable. The benefit can only be used one time. Any remaining benefit dollars do not roll over to a future purchase.,"Up to 2 TruHearing-branded hearing aids every year (1 per ear per year). $599 per Advanced aid and $899 per Premium aid; aids are available in rechargeable-style options for an additional $50 per aid. You must see a TruHearing provider to use this benefit. Hearing aid purchase includes: unlimited follow-up provider visits during first year following purchase, 60-day trial period, 3-year extended warranty, and 80 batteries per aid for nonrechargeable models. (Benefit does not include: add’l costs for optional aid rechargeability, ear molds, aid accessories, add’l provider visits, add’l batteries or batteries when rechargeable aid is purchased, non-TruHearing branded aids, costs associated w/ loss & damage warranty claims.)",NC,"After your inpatient stay in either the hospital or a nursing facility, you are eligible to receive 2 meals per day for 7 days at no extra cost to you. 14 nutritious meals will be delivered to your home. Meal program limited to 4 times per calendar year. Meals have to be requested within 30 days of discharge from inpatient stay.",UNK,NC,N/A,"Y -- MyOption DEN478: $39.50 additional monthly premium; it has a maximum plan benefit (combined INN and OON) of $2,000 per calendar year. Your benefit can be used for most dental treatments such as: • Preventive dental services, such as exams, routine cleanings, etc. • Basic dental services, such as fillings, extractions, etc. • Major dental services, such as periodontal scaling, crowns, dentures, root canals, bridges, etc. Note: The allowance cannot be used on cosmetic services and implants. Getting care using our plan's optional visitor/traveler benefit – You may get care when you are outside the service area. You may need to pay higher cost-sharing for routine care from non-network providers, but you won't pay extra in a medical emergency or if your care is urgently needed. If you have questions about your medical costs when you travel, please call Customer Care. Travel Coverage – You have access to providers in the HumanaChoice network in all of our service areas. If you receive care from HumanaChoice providers, you will pay the same in-network copay or coinsurance you would pay if you received care within your home service area. If you are traveling outside of your plan’s service area and need assistance finding a HumanaChoice provider, please call Customer Care. We’ll tell you whether you’re in one of our other HumanaChoice service areas and help you find an in-network provider. You may see any provider you choose, but your out-of-pocket costs may be higher if you see an out-of-network provider."
