County,Provider,CONTRACT_PLAN,PLAN_CATEGORY,Medicaid Coverage Categories (For D-SNP plans only),Enrolls All Duals (Y/N),"Types of Chronic Conditions (C-SNP only) (Diabetes, Coronary Artery Diseases, Cardiovascular Disorders, COPD, ESRD)",VBID (Y/N),Annual Max ,Annual Max - Shared Allowance (Y/N),Bridges Coinsurance,Crowns Coinsurance,Implant Coinsurance,Root Canal Coinsurance,Denture Coinsurance,Periodontal Surgery Coinsurance,"Dental Vendor Name (Vendor, Card Based, Allowance)",Optional Supplemental Benefit (Y/N),"Benefit Structure: Vendor, Non-vendor, Card-Based, Allowance","Out-of-Network Cost Share (Identical, Different)",Preventative Only (Y/N),Preventative and Comprehensive (Y/N),Implant Coverage (Y/N),Root Canal Coverage (Y/N),Denture Coverage (Y/N),Periodontal Surgery Coverage (Y/N),Crowns (Y/N),Bridges (Y/N),"Dental Score Card (Weak, Same or Strong) compared to Devoted plan design.  I will compare apples to apples (i.e. PPO vs PPO, 0 HMO vs 0 HMO) and will be comparing the overall dental plan design. ",Healthy Food Card Vendor,Healthy Food Card Amount,Healthy Food Card Benefit Structure (Monthly/Quarterly),Healthy Food Rollover,OTC Vendor,OTC Benefit Structure (Monthly/Quarterly),OTC - Retail (Y/N),OTC - Catalog (Y/N),OTC- Online (Y/N) ,OTC- Over-the-phone (Y/N) ,OTC Rollover (Y/N),Utilities Vendor,Utilities Benefit Structure (Monthly/Quarterly),Covered Utilities ,Utilities Rollover,Combined/Shared Benefit (Y/N) ,Additional Flex Card Benefit ,Additional Supplemental Benefit Choice (Use this row for if a member MUST choose a benefit at the time of enrollment),Routine Acupuncture Vendor,"Routine Acupuncture Benefit Structure (# of Visit /Timeframe, Coverage)",Medicare Covered Acupuncture Vendor,Therapeutic Massage Vendor,"Therapeutic Massage Benefit Structure (# of Visits/Timeframe, Coverage)",Routine Chiropractor Vendor,"Routine Chiropractor Benefit Structure (# of Visits/Timeframe, Coverage)",Vision Vendor,Fitness Vendor,Wearable Device (Fitness),Grocery Delivery,Hearing Aid Vendor,Nemt Vendor,Nemt Oneway Trip Limit,Nemt Distance (Max Mileage),In Home/ Bathroom Safety Devices (Y/N),In-Home Support Services/Personal Home Care Vendor,In-Home Support Services/Personal Home Care Benefit Structure ,PERS Vendor,PERS Coverage,Meals Vendor,Wig Chemo,Caregiver Support ,Worldwide Benefit Structure ,Companion Services ,Behavioral Health Vendor,DME Vendor,Nurse Line Vendor,Nurse Line 24/7 (Y/N)
PA: Philadelphia,CVS Health Corporation,H5521 - 263 - 000,Zero MAPD PPO,,,,,"$1,000",Y,"0% IN, 20% OON","0% IN, 20% OON",N/A?,"0% IN, 20% OON","0% IN, 20% OON",N/A?,Aetna PPO,,Vendor,Different,N,Y,?,Y,Y,?,Y,Y,Weak,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,,N,N/A,NC,NC,UNK,NC,NC,NC,NC,NC,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,GA Foods,NC,NC,UNK,NC,UNK,UNK,Allina Health,Y
PA: Philadelphia,"Independence Health Group, Inc.",H3909 - 014 - 000,Zero MAPD PPO,,,,,"$1,500/$2,000",Y,"40% IN, 80% OON","40% IN, 80% OON",N/A,"40% IN, 80% OON","40% IN, 80% OON",N/A,United Concordia,,Vendor,Different,N,Y,N,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,Convey/InComm,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,IBX Care Card,N,N/A,UNK,"6 sessions/year if you have a qualifying condition (see condition list in EOC)

$20 copay per visit",UNK,NC,NC,UNK,"6 visits/year combined INN and OON 

$20 copay/visit INN

40% OON",Davis Vision + Visionworks,NC,NC,"Offered thru SSBCI
Grocery boxes provided for a max of 4 weeks/year if member is diagnosed with both Diabetes and Depression 
Collaboration with United by Blue",TruHearing,Roundtrip,24 one-way trips/year to plan-approved medical facilities if diagnosed with Diabetes and CHF,80 miles,NC,NC,NC,NC,NC,NC,NC,NC,UNK,NC,MDLIVE,UNK,NC,NC
PA: Philadelphia,"Independence Health Group, Inc.",H3909 - 015 - 000,Zero MAPD PPO,,,,,"$1,500/$2,000",Y,"40% IN, 80% OON","40% IN, 80% OON",N/A,"40% IN, 80% OON","40% IN, 80% OON",N/A,United Concordia,,Vendor,Different,N,Y,N,Y,Y,N,Y,Y,Weak,,,,,Convey/InComm,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,IBX Care Card,N,N/A,UNK,"6 sessions/year if you have a qualifying condition (see condition list in EOC)

$20 copay per visit",UNK,NC,NC,UNK,"6 visits/year combined INN and OON 

$20 copay/visit INN

40% OON",Davis Vision + Visionworks,NC,NC,"Offered thru SSBCI
Grocery boxes provided for a max of 4 weeks/year if member is diagnosed with both Diabetes and Depression 
Collaboration with United by Blue",TruHearing,Roundtrip,24 one-way trips/year to plan-approved medical facilities if diagnosed with Diabetes and CHF,80 miles,NC,NC,NC,NC,NC,NC,NC,NC,UNK,NC,MDLIVE,UNK,NC,NC
SC: Upstate,"Molina Healthcare, Inc.",H8176 - 003 - 000,Zero MAPD HMO,,,,,"$2,000",Y,0%?,0%?,0%?,0%?,0%?,0%?,N/A,,Allowance,?,N,Y,N?,Y,Y,N?,Y,Y,Weak/Same,UNK,$30 -- (SSBCI benefit),Monthly,N,UNK,Quarterly -- note that this benefit allowance ($115) is shared w/ the allowance for NEMT,N,Y,Y,Y,N,NC,NC,NC,,"Y -- OTC & NEMT; and on the MyChoice Card for SSBCI members, Pest Control, Service Animal Supplies, Non-Medicare-covered Genetic Test Kit, and Mental Health & Wellness Applications share a combined allowance every quarter.","Y -- The MyChoice Card is a prepaid benefit debit card that may be used to pay for select supplemental plan benefits such as: OTC Items,Transportation services, Dental, Vision, Food and Produce*, Special Supplemental Benefits for Chronic Illnesses – Menu Option* *Eligibility requirements applicable.. Any unused allocated money will not carry over to the following period or plan year. 
",N ,UNK,"Plan maximum of up to 12 medically necessary visits every calendar year for acupuncture services. $0 copay. Supplemental acupuncture services are covered when determined as medically accepted standard of care for: Headache; hip or knee joint pain associated with osteoarthritis (OA); or other extremity joint pain when chronic and unresponsive to standard medical care; pain syndromes involving the joints and associated soft tissues; musculoskeletal neck and back pain; nausea associated with chemotherapy; post-surgical nausea; and nausea associated with pregnancy • Covered acupuncture services do not include services for the treatment of asthma or addiction (including without limitation, smoking cessation).",UNK,NC,NC,UNK,"Plan maximum of up to 12 visits every calendar year applies. $0 copay. You have access to services designed to help relieve pain, inflammation, swelling, and/or leg and foot numbness when one or more of the bones of the spine move out of position. You can get manual manipulation treatments for subluxation of the spine (limited to certain procedures). This benefit covers the same services as the Medicare-covered chiropractic benefit above but does not require the same diagnosis. With this benefit you can also get additional manual manipulation treatments for subluxation of the spine.",UNK,UNK,UNK -- members can receive a Home Fitness kit; EOC does not specify is a tracker is included in the kit.,"NC -- although eligible members get $30 a month for the Food and Produce benefit on the MyChoice Card, which includes home delivery: You can use the allowance on your MyChoice Card towards a variety of brand-name and generic healthy food products at your nearby participating local store, or online with home delivery for no additional cost.",UNK,UNK,"Unlimited -- You have $115 every quarter (3 months) to spend on Transportation at your discretion on your MyChoice Card.  This amount does not correspond to a set number of “rides” but can be used to purchase non-emergency transport to the benefit limit. This amount is combined with the Over-the-counter (OTC) quarterly allowance. You may use your MyChoice Card to purchase rides on ride-hailing applications, on taxi services, or towards other forms of non-emergency transport, such as bus passes, rail cards, or other forms of public transit. Members are encouraged to maximize the number of rides available through this allowance.",Unlimited -- see note above,N ,UNK,"Eligible members have access up to 90 hours every year. You pay $0 for these services. You have access to in-home support services including cleaning, household chores, meal preparation, and assistance with other instrumental activities of daily living.",NC,NC,UNK,NC,NC,"We offer up to $10,000 of worldwide emergency coverage each calendar year for emergency transportation, urgent care, emergency care, and post-stabilization care.",NC,UNK,UNK,UNK -- (possibly Nurse Advice Line?),Y    
SC: Upstate,"UnitedHealth Group, Inc.",H8748 - 002 - 000,Zero MAPD HMO,,,,,"$1,500",Y,0%,0%,0%,0%,0%,N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,NC,NC,NC,N ,NC,NC,Lifeline,$0 copayment covers device and monitoring; you must have a working landline or live in an area that has AT&T wireless coverage to get a PERS device. The cellular device works nationwide with the AT&T wireless network but does not require you to have AT&T.,Mom's Meals,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
SC: Upstate,CIGNA,H7020 - 004 - 000,Zero MAPD HMO,,,,,"$1,250",0%,0%,0%,0%,0%,0%,0%,N/A (any licensed dentist),,Allowance,Identical,N,Y (allowance),Y (allowance),Y (allowance),Y (allowance),Y (allowance),Y (allowance),Y (allowance),Weak,NC,NC,NC,NC,UNK,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,N    ,N ,N/A,NC,NC,UNK,NC ,NC,NC,NC,Superior Vision,Silver&Fit®,Y -- Home Fitness Kit includes a wearable fitness tracker,NC,Hearing Care Solutions,Lyft,24 one-way trips to plan-approved locations every year,60 miles -- Prior Authorization is required where the travel distance to a provider exceeds the mileage limit of 60 miles. Trip distances exceeding 60 miles per one-way trip are not covered except when transportation is needed to obtain specific medically necessary Medicare- or Plan-covered services.,N ,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories.",NC ,UNK,UNK,UNK,Y     
SC: Upstate,Humana Inc.,H5619 - 152 - 000,Zero MAPD HMO,,,,,"$2,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON",N/A,Humana,,Vendor,Different,N,Y,N,Y,Y,N,Y,Y,Weak/Same,NC,NC,NC,NC,UNK,Quarterly,N ,Y ,"UNK -- EOC mentions only mail order service, no specifics on how to order","UNK -- EOC mentions only mail order service, no specifics on how to order",N,UNK,Yearly,NC -- note that Flexible Care Assistance includes utilities for chronically ill members,NC,N -- although SSBCI Vital Support Benefits are combined; see info in Row 93,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,UNK -- (Humana Medicare Insight Network),SilverSneakers,NC,NC ,TruHearing,UNK,24 one-way trips to plan-approved locations,75 miles per trip,"Y for SSBCI members, N for other members",UNK,"$0 copayment -- A minimum of 4 hours per day up to a maximum of 80 hours per year for certain in-home support services to assist individuals with disabilities and/or medical conditions in performing activities of daily living (ADLs) and Instrumental Activities of Daily living (IADLs) within the home by a qualified aide. A member must be receiving assistance with a minimum of one ADL to receive assistance with any IADL. Examples of ADLs: Assistance with bathing, dressing, or grooming; toileting; eating or drinking; changing positions; walking independently. Examples of IADLs: preparing meals, shopping on behalf of the member for groceries or personal items, performing light housework, laundry, dishes.",NC,NC,Humana Well Dine,NC,NC -- although Flexible Care Assistance for SSBCI members includes caregiver services,UNK,NC,UNK,UNK,NC,NC
SC: Upstate,CVS Health Corporation,H3146 - 014 - 000,Zero MAPD HMO,,,,,"$1,500",Y,0%,0%,0%,0%,0%,0%,Aetna PPO,,Vendor,Identical,N,Y,N?,Y,Y,N?,Y,Y,Weak/Same,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y -- at select participating CVS retail locations only,Y -- note: You can order items in the OTC catalog as long as the total purchase price is equal to or less than $90.,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,Access2Care,18 one-way trips every year,60 miles (unless preapproved by the plan),N ,NC,NC,NC,NC,GA Foods,NC,NC,"$250,000 annual maximum benefit for worldwide emergency and urgently needed care.",NC,UNK,UNK,UNK,Y 
SC: Upstate,"UnitedHealth Group, Inc.",H2577 - 006 - 000,Zero MAPD PPO,,,,,"$1,000",Y,0%,0%,0%,0%,0%,N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N  ,NC,NC,NC,NC,N  ,N,N/A,NC,NC,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active,NC ,NC,UnitedHealthcare Hearing,NC,NC,NC,NC,NC,NC,Lifeline,$0 copayment covers device and monitoring; you must have a working landline or live in an area that has AT&T wireless coverage to get a PERS device. The cellular device works nationwide with the AT&T wireless network but does not require you to have AT&T.,Mom's Meals,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
SC: Upstate,Humana Inc.,H5216 - 347 - 000,Zero MAPD PPO,,,,,"$1,500",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,,Vendor,Identical,N,Y,N,Y,Y,Y,Y,Y,Same,NC,NC,NC,NC,UNK,Quarterly,N  ,Y,"UNK -- EOC mentions only mail order service, no specifics on how to order","UNK -- EOC mentions only mail order service, no specifics on how to order",N,NC,NC,NC,NC,N  ,N  ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,UNK,12 one-way trips to plan-approved locations within the plan service area,75 miles,NC,NC,NC,NC,NC,Human Well Dine,NC,NC,UNK,NC,UNK,UNK,NC,N 
SC: Upstate,Humana Inc.,H5216 - 279 - 000,Zero MAPD PPO,,,,,"$2,000 (rider)",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,,Vendor,Identical,N,Y,N,Y,Y,Y,Y,Y,Same/Strong,NC,NC,NC,NC,UNK,Quarterly,N ,Y,"UNK -- EOC mentions only mail order service, no specifics on how to order","UNK -- EOC mentions only mail order service, no specifics on how to order",N,NC,NC,NC,NC,N ,N,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,NC,NC,NC,NC,NC,NC,NC,NC,Humana Well Dine,NC,NC,UNK,NC,UNK,UNK,NC,N 
SC: Upstate,CVS Health Corporation,H5521 - 319 - 000,Zero MAPD PPO,,,,,"$2,000",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON",N/A?,Aetna PPO,,Vendor,Identical,N,Y,?,Y,Y,?,Y,Y,Same/Strong,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y -- at select participating CVS retail locations only,Y -- note: You can order items in the OTC catalog as long as the total purchase price is equal to or less than $105.,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,N ,NC,NC,NC,NC,GA Foods,NC,NC,"$250,000 annual maximum benefit for worldwide emergency and urgently needed care.",NC,UNK,UNK,UNK,Y 
TN: Knoxville,Humana Inc.,H4461 - 035 - 000,Zero MAPD HMO,,N/A,,N,"$3,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,N,Mail Service',Mail Service',UNK,Y,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed ,"SilverSneaker (Tivity Health, Inc)",NC,NC,TruHearing,NC,N/A,N/A,N,NC,NC,NC,NC,Humana Well Dine®,NC,NC,"If you have an
emergency outside of the U.S. and its territories, you will be responsible to
pay for the services rendered upfront.",NC,UNK,UNK,UNK,UNK
TN: Knoxville,"UnitedHealth Group, Inc.",H5253 - 047 - 000,Zero MAPD HMO,,N/A,,N,"$2,250",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,In-store: Solutran; Online and over the phone:Firstline,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,"UnitedHealthcare
Vision®",Renew Active®,NC,Discounted meal delivery covered under fitness benefit,"UnitedHealthcare
Hearing",NC,N/A,N/A,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription as well,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TN: Knoxville,CIGNA,H4513 - 037 - 000,Zero MAPD HMO,,N/A,,N,"$2,000",Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A (allowance),,Allowance,N/A,N,Y,Y?,Y,Y,Y?,Y,Y,Weak,NC,N/A,N/A,N/A,,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,Silver & Fit,"Home Fitness Kit options include Fitbit, Garmin, Swin and Strength Kit ",NC,Hearing Care Solutions,Access2Care,40 one-way trips/annually,60 miles,N,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year
for emergency and urgent care
services provided outside the U.S. and
its territories.",NC,UNK,UNK,MDLIVE,Y
TN: Memphis,Humana Inc.,H4461 - 025 - 000,Zero MAPD HMO,,N/A,,N,"$2,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,N,Mail Service',Mail Service',UNK,Y,NC,N/A,N/A,N/A,N,"Y; Members receive $750 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,NC,TruHearing,"LogistiCare Solutions, owned by ModivCare ",36 one-way trips/annually,75 miles ,N,NC,NC,NC,NC,Humana Well Dine®,NC,NC,"If you have an
emergency outside of the U.S. and its territories, you will be responsible to
pay for the services rendered upfront.",NC,UNK,UNK,UNK,N
TN: Memphis,Centene Corporation,H1416 - 076 - 000,Zero MAPD HMO,,N/A,,N,"$1,500",N,"0% IN, 100% OON","0% IN, 100% OON",N/A?,"0% IN, 100% OON","0% IN, 100% OON",N/A?,?,,Vendor,Different,N,Y,N?,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,CVS ,Quarterly,Y,Y,Y,Y,UNK,NC,N/A,N/A,N/A,N,"Visa debit card with a combined annual
limit of $750 to help reduce your out-of-pocket expenses for dental,
vision, and hearing services. The Flex Card amount of $250 is for
vision-related services. The remaining Flex Card amount may be
spent between dental and hearing as you see fit. Any unused benefit
dollars will expire at the end of the year.",N/A,NC,N/A,UNK,NC,NC,NC,NC,UNK,UNK (EOC makes it sound like Silver & Fit),UNK (EOC makes it sound like Silver & Fit),NC,UNK ,NC,N/A,N/A,N,NC,NC,NC,NC,UNK,NC,NC,"$50,000 Max",NC,UNK,UNK,Teladoc,Y
TN: Memphis,"Elevance Health, Inc.",H5828 - 005 - 000,Zero MAPD HMO,,N/A,,N,"$2,000 (rider)",Y,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON ?","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",?,,Vendor,Different,N,Y,Y?,Y,Y,Y?,Y,Y,Weak,Y - Everyday Extras Choice,$50,Monthly ,N,UNK,Quarterly,Y,Y,Y (Including App),Y,N,UNK,Monthly ,"Y - Everyday Extras Choice; $50/Monthly. natural/propane gas, electric, water, or sewer. It
can also be used with internet and cellular
providers. (any utility provider
that accepts a prepaid card.)",N,"You can select one (1) of these Everyday
Extras:
Flex Account - Utilities*: $50 every month
Healthy Groceries*: $50 every month
Assistive Devices: $500 every year
Flex Account - Dental, Vision, Hearing: $500
every year
In-Home Support: 60 hours every year
Transportation: 60 one-way trips every year","Y - Everyday Extras Choice. Flex Account - Dental, Vision, Hearing: $500/year",Y (1),NC,N/A,UNK,NC,NC,NC,NC,EyeQuest,"SilverSneaker (Tivity Health, Inc)","Y- Limit is one device every two years provided
through our contracted vendor.","Y -Part of Everyday Extras Healthy Grocery Choice. Orders delivered through the mail are limited
to one order per month and must be for at
least $35",UNK,Y - Everyday Extras Choice,60 one-way trips/annually,60 miles,"Y - Everyday Extras Choice. $500/ year. ADA toilet seats, shower stools, hand-
held shower heads, reaching devices, temporary wheelchair ramps, and more.",UNK,"Y - Everyday Extras Choice. 60 hours/year. This benefit provides companionship and
assistance with independent activities of daily
living such as home-based chores, help getting
to appointments or getting items such as groceries, medication, and more. Help getting to appointments does not include transportation.",UNK,"Coverage of one personal emergency response
system and monthly monitoring in the
member's home",UNK,NC,NC,"This plan covers emergency services if you're
traveling outside of the United States for less
than six months. Coverage is limited to
$100,000 per year for worldwide emergency
services.",NC,UNK,UNK,UNK,Y
TN: Memphis,CIGNA,H4513 - 049 - 004,Zero MAPD HMO,,N/A,,N,"$1,500",Y,N/A,N/A,N/A,N/A,N/A,N/A,Any licensed dentist,,Allowance,N/A,N,Y,Y,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly ,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,Silver & Fit,"Home Fitness Kit options include Fitbit, Garmin, Swin and Strength Kit ",NC,Hearing Care Solutions.,NC,N/A,N/A,NC,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year
for emergency and urgent care
services provided outside the U.S. and
its territories.",NC,UNK,UNK,MDLIVE,Y
TN: Nashville,"UnitedHealth Group, Inc.",H5253 - 083 - 000,Zero MAPD HMO,,N/A,,N,"$1,250",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,"In-store: Solutran
Online and over the phone:Firstline",Quarterly ,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,NC,N/A,N/A,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription as well,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TN: Nashville,Humana Inc.,H4461 - 029 - 000,Zero MAPD HMO,,N/A,,N,"$1,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly ,N,Y?,Y?,Y?,Y,NC,N/A,N/A,N/A,N,"$750 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,NC,,NC,N/A,N/A,N,NC,NC,NC,NC,Humana Well Dine®,NC,NC,UNK,NC,UNK,UNK,NC,N
TN: Nashville,CIGNA,H4513 - 049 - 001,Zero MAPD HMO,,N/A,,N,"$1,500",Y,N/A,N/A,N/A,N/A,N/A,N/A,Any licensed dentist,,Allowance,N/A,N,Y,Y,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,Y,Y,Y,Y,Y,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,UNK,Silver&Fit®,"Home Fitness Kit options include Fitbit, Garmin, Swin and Strength Kit ",NC,Hearing Care Solutions.,NC,N/A,N/A,N,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year
for emergency and urgent care
services provided outside the U.S. and
its territories.",NC,UNK,UNK,MDLIVE,Y
TN: Nashville,BlueCross BlueShield of Tennessee,H7917 - 032 - 000,Zero MAPD PPO,,N/A,,N,"$1,500",Y,"0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON",N/A?,?,,Allowance?,Different,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,CVS ,Quarterly,N,Y,Y,?,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,Silver&Fit®,"Home Fitness Kit options include Fitbit, Garmin, Swin and Strength Kit ",NC,TruHearing®,NC,N/A,N/A,N,NC,NC,NC,NC,UNK,NC,NC,UNK,NC,UNK,UNK,UNK,Y
TN: Nashville,"UnitedHealth Group, Inc.",H2577 - 007 - 000,Zero MAPD PPO,,N/A,,N,"$1,000",Y,"50% IN, 50% OON","50% IN, 50% OON","50% IN, 50% OON","50% IN, 50% OON","50% IN, 50% OON",N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,NC,N/A,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision®,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,NC,N/A,N/A,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription as well,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TN: Nashville,CIGNA,H7849 - 010 - 000,Zero MAPD PPO,,N/A,,N ,"$2,000",Y,N/A,N/A,N/A,N/A,N/A,N/A,Any licensed dentist,,Allowance,N/A,N,Y,Y,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,Silver&Fit®,"Home Fitness Kit options include Fitbit, Garmin, Swin and Strength Kit ",NC,Hearing Care Solutions.,NC,N/A,N/A,N,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year
for emergency and urgent care
services provided outside the U.S. and
its territories.",NC,UNK,UNK,MDLIVE,Y
TN: Nashville,CVS Health Corporation,H5521 - 321 - 000,Zero MAPD PPO,,N/A,,N,"$2,000",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON",N/A?,Aetna PPO,,Vendor,Identical,N,Y,N?,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,OTC Health Solutions (CVS),Quarterly ,Y,Y,Y,?,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,"SilverSneaker (Tivity Health, Inc)",Steps Kit,NC,NationsHearing.,NC,N/A,N/A,N,NC,NC,NC,NC,GA Foods,NC,N,"$250,000 annual maximum benefit for
worldwide emergency and urgently needed
care.",NC,Virtual:Teladoc & MinuteClinic ,UNK,UNK,Y
